survey,gender,age,age_num,marital_status,no_kids,education,income,US_census_region,US_census_division,community,distance_from_coast,political2,Q4_fish_hunt,Q4_fishing,Q4_hunting,Q4_none,Q4_total,Q7_impact_me,Q8_ocean_need_cons,Q8_fw_need_cons,Q8_land_need_cons,Q8_total_need,Q10_animal_health,Q11_habitat_health,Q13_concern_both,Q14_voted,Q14_donated,Q15_voting_effective,Q15_donation_effective,Q16_participate,Q18_aware_org,Q20.protect_area,Q20.captive_breed_reintroduce,Q20.relocate,Q20.enforcement,Q20.education,Q20.supplament_fishing,Q21_fund_source_penalties,Q21_fund_source_partnerships,Q21_fund_source_market
Terrestrial,female,35 - 44,40,prefer_not_to_say,0,postgraduate,wont_say,Northeast,New_England,Suburban,0,Moderate,Fish,1,0,0,4,1,1,0.8,0.67,0.8,0.6,0.4,0.8,0,0,0.6,0.6,1,1,1,0.6,1,1,1,0.6,0,1,0
Terrestrial,male,25 - 34,36,married,1,postgraduate,high,South,East_South_Central,Suburban,0,Moderate,None,0,0,0,4,0.4,1,1,1,1,0.6,0.6,0.8,0,0,0.8,0.8,0,0,1,0.8,0.8,0.8,1,0.8,1,1,1
Terrestrial,female,45 - 54,54,living_with_partner,1,university,middle,Midwest,East_North_Central,Suburban,5,Left,None,0,0,1,0,0.8,1,1,0.93,0.97,0.4,0.4,0.8,1,1,0.8,0.8,1,1,1,0.8,0.8,1,0.8,0.6,1,1,1
Terrestrial,female,18 - 24,24,single,1,high_school,low,Northeast,Middle_Atlantic,Rural,5,Right,None,0,0,0,3,1,1,1,1,1,0.2,0.2,1,1,1,0.6,1,0,0,1,1,1,1,1,0.8,0,0,0
Terrestrial,female,18 - 24,21,single,0,high_school,low,West,Pacific,Urban,2,Left,None,0,0,1,0,0.3,1,1,1,1,0.6,0.6,0.8,0,0,1,1,1,0,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0
Terrestrial,female,25 - 34,33,living_with_partner,2,high_school,low,South,West_South_Central,Urban,4,Right,Both,1,1,0,5,0.45,0.7,0.8,0.8,0.77,0.6,0.8,0.8,0,1,0.8,1,1,0,1,0.8,0.6,1,1,1,1,1,0
Terrestrial,male,18 - 24,20,single,0,high_school,low,South,South_Atlantic,Suburban,1,Left,None,0,0,1,0,0.55,1,1,0.73,0.87,0.4,0.4,0.8,1,1,0.8,0.8,1,0,1,1,0.8,0.8,1,1,1,1,1
Terrestrial,female,25 - 34,27,married,1,high_school,low,South,South_Atlantic,Rural,4,None,None,0,0,1,0,0.45,0.7,0.8,0.67,0.7,0.2,0.2,0.8,0,0,0.8,1,1,0,0.8,1,1,0.8,0.4,0.6,1,0,1
Terrestrial,male,35 - 44,41,living_with_partner,0,high_school,middle,Northeast,Middle_Atlantic,Urban,5,Moderate,None,0,0,1,0,0.65,1,1,1,1,0.6,0.6,0.8,0,0,0.6,0.6,0,0,0.8,0.8,0.8,0.8,0.8,0.8,1,0,0
Terrestrial,male,25 - 34,34,married,2,high_school,high,Northeast,Middle_Atlantic,Urban,0,Moderate,Hunt,0,1,0,1,0.05,0.6,0.6,0.53,0.57,0.6,0.6,0.4,0,0,0.4,0.6,0,0,0.4,0.4,0.8,0.2,0.4,0.4,0,0,1
Terrestrial,male,54+,63,single,0,university,low,Midwest,East_North_Central,Urban,5,Right,Fish,1,0,0,1,0.6,0.7,0.6,0.53,0.6,0.8,0.8,0.6,0,0,0.4,0.6,0,0,1,1,1,1,0.8,1,0,1,0
Terrestrial,female,25 - 34,34,married,2,postgraduate,high,South,West_South_Central,Urban,4,Moderate,None,0,0,0,2,0.05,0.8,0.8,0.67,0.73,0.8,0.8,0.8,0,0,0.2,0.8,1,0,0.8,0.4,0.8,0.8,0.2,0.6,0,0,0
Terrestrial,male,54+,79,living_with_partner,0,university,wont_say,South,South_Atlantic,Rural,4,Moderate,None,0,0,1,0,0.5,0.8,0.8,0.8,0.8,0.6,0.6,0.6,0,0,0.4,0.4,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0,0,0
Terrestrial,female,45 - 54,50,divorced,2,high_school,middle,South,South_Atlantic,Suburban,0,Left,Fish,1,0,0,1,1,0.9,0.8,0.93,0.9,0.4,0.4,1,0,0,1,0.6,0,0,1,1,1,1,1,0.2,0,1,0
Terrestrial,male,18 - 24,21,married,1,postgraduate,high,South,South_Atlantic,Urban,4,Left,Both,1,1,0,4,0.9,0.9,1,1,0.97,0.4,0.4,0.4,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Terrestrial,male,18 - 24,24,single,0,high_school,high,West,Pacific,Suburban,2,Right,Hunt,0,1,0,3,0.1,0.6,0.2,0.67,0.57,0.6,0.6,0.6,0,0,0.6,1,1,0,1,1,0.8,0.4,0.6,0.6,0,1,1
Terrestrial,male,54+,58,married,0,university,middle,Midwest,East_North_Central,Suburban,5,Moderate,Fish,1,0,0,5,1,1,1,1,1,0.4,0.4,1,1,1,0.6,0.8,1,1,1,0.8,0.8,1,1,0.4,1,1,1
Terrestrial,male,54+,69,married,2,university,wont_say,Midwest,West_North_Central,Suburban,5,Moderate,Both,1,1,0,5,1,1,1,0.93,0.97,0.4,0.4,1,0,0,0.8,0.4,1,1,1,1,0.8,1,1,1,1,1,1
Terrestrial,female,25 - 34,32,living_with_partner,0,university,middle,West,Mountain,Suburban,2,Left,None,0,0,0,2,0.9,1,0.8,0.87,0.9,0.4,0.4,0.8,1,1,1,1,1,1,1,1,1,1,1,0.8,1,1,1
Terrestrial,female,54+,57,married,2,university,high,West,Pacific,Suburban,1,Right,Fish,1,0,0,4,0.4,0.5,0.6,0.47,0.5,0.4,0.6,0.8,0,0,0.6,0.6,1,0,0.8,0.8,0.6,0.8,1,0.6,1,1,0
Terrestrial,male,25 - 34,36,single,0,vocational_technical_college,wont_say,Northeast,Middle_Atlantic,Rural,0,None,Fish,1,0,0,2,0.25,0.5,0.2,0.47,0.43,0.6,0.6,1,0,1,0.4,0.2,0,1,0.4,1,0.8,0.2,0.6,0.4,0,0,0
Terrestrial,female,54+,69,widowed,1,high_school,low,South,South_Atlantic,Rural,4,Right,Fish,1,0,0,3,0.1,0.8,0.8,0.8,0.8,0.4,0.4,0.6,0,0,0.6,0.6,0,0,0.8,1,0.8,0.8,1,0.6,1,1,0
Terrestrial,male,25 - 34,32,single,0,university,wont_say,South,South_Atlantic,Urban,0,Moderate,Hunt,0,1,0,4,0.3,0.8,0.6,0.8,0.77,0.8,1,0.8,1,0,1,0.8,0,1,0.8,1,0.8,0.6,1,1,1,1,0
Terrestrial,male,54+,57,married,2,university,high,Northeast,New_England,Rural,2,Right,Fish,1,0,0,1,0.3,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0.4,0.6,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0,0,0
Terrestrial,female,35 - 44,45,married,2,university,middle,Midwest,East_North_Central,Suburban,5,Right,None,0,0,1,0,0.8,0.6,0.6,0.53,0.57,0.4,0.4,0.8,0,0,0.8,0.8,1,0,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0
Terrestrial,female,45 - 54,48,living_with_partner,0,postgraduate,low,West,Pacific,Suburban,0,Left,None,0,0,0,3,0.95,1,1,0.93,0.97,0.4,0.4,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Terrestrial,male,35 - 44,46,married,4,high_school,middle,West,Pacific,Urban,2,Right,Both,1,1,0,6,0.65,0.7,0.4,0.6,0.6,0.8,0.6,0.6,1,1,0.6,0.6,0,1,0.6,0.8,0.8,0.6,1,0.8,1,1,1
Terrestrial,male,18 - 24,25,single,0,university,wont_say,Northeast,Middle_Atlantic,Urban,4,Moderate,Both,1,1,0,4,0.1,0.6,0.6,0.6,0.6,0.6,0.8,0.8,0,1,0.8,0.8,1,0,0.8,0.8,1,0.8,0.4,0.6,0,0,0
Terrestrial,male,54+,67,married,1,high_school,low,Northeast,Middle_Atlantic,Suburban,1,Moderate,Fish,1,0,0,3,0.6,1,1,1,1,0.8,0.4,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Terrestrial,male,54+,64,single,0,high_school,low,Midwest,East_North_Central,Suburban,5,wont_say,Fish,1,0,0,3,0.5,0.6,0.6,0.67,0.63,0.6,0.6,0.8,1,0,0.6,0.8,0,0,1,0.8,0.8,0.8,1,0.8,0,1,0
Terrestrial,female,54+,78,divorced,1,university,low,West,Pacific,Suburban,2,Moderate,Fish,1,0,0,3,0.5,0.6,0.6,0.6,0.6,0.4,0.4,0.8,0,0,0.6,0.6,1,0,1,1,1,0.8,1,1,0,1,0
Terrestrial,male,54+,58,divorced,0,university,high,South,South_Atlantic,Urban,1,Right,Fish,1,0,0,3,0.65,1,1,0.67,0.83,0.4,0.4,1,0,1,0.4,1,0,1,1,1,0.8,1,1,0.4,0,1,0
Terrestrial,female,54+,60,married,1,university,high,Midwest,East_North_Central,Suburban,5,Left,None,0,0,1,0,0.4,0.8,0.8,0.73,0.77,0.6,0.6,0.8,1,0,0.8,0.8,0,0,0.8,0.8,0.8,0.8,0.6,0.8,1,1,0
Terrestrial,female,54+,64,single,0,university,low,West,Pacific,Urban,5,Left,None,0,0,0,1,0.4,1,0.6,0.93,0.9,0.6,0.6,0.8,1,0,0.6,0.6,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0,1,0
Terrestrial,female,25 - 34,28,single,0,vocational_technical_college,low,Northeast,Middle_Atlantic,Rural,2,Moderate,None,0,0,0,1,0.1,0.9,0.6,0.53,0.67,1,1,0.6,0,1,0.6,0.8,1,0,0.8,0.2,0.4,0.6,0.6,0.4,0,0,0
Terrestrial,male,25 - 34,30,single,0,high_school,low,NA,NA,Rural,5,Moderate,Fish,1,0,0,4,0.15,0.5,0.4,0.4,0.43,0.6,0.8,0.8,1,0,0.6,0.4,1,0,0.4,0.2,0.4,0.4,0.4,0.2,1,0,0
Terrestrial,female,54+,58,living_with_partner,0,high_school,low,Midwest,West_North_Central,Rural,5,Moderate,Fish,1,0,0,3,0.6,1,0.8,0.73,0.83,0.6,0.6,0.8,0,0,0.6,0.6,0,0,0.6,0.6,0.6,0.6,0.6,0.6,0,1,0
Terrestrial,male,35 - 44,39,married,1,postgraduate,high,West,Pacific,Urban,2,Moderate,Fish,1,0,0,5,0.6,1,1,1,1,0.4,0.4,1,0,0,0.2,0.2,1,0,1,1,0.8,1,1,0.4,1,1,1
Terrestrial,male,35 - 44,37,married,1,university,low,Midwest,East_North_Central,Suburban,1,wont_say,None,0,0,0,1,0.15,0.7,0.8,0.53,0.63,0.8,0.8,0.8,0,0,0.8,0.6,1,1,0.8,0.8,0.8,1,0.8,0.8,1,0,0
Terrestrial,male,54+,66,single,0,high_school,low,West,Pacific,Suburban,4,Left,None,0,0,0,1,0.5,0.9,1,0.67,0.8,0.4,0.4,0.8,1,0,0.8,0.6,0,0,1,0.8,0.8,1,1,0.8,0,1,0
Terrestrial,male,18 - 24,24,single,0,high_school,low,South,South_Atlantic,Suburban,5,Left,None,0,0,0,1,0.4,1,1,1,1,0.2,0.2,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
Terrestrial,female,54+,76,single,0,university,low,West,Mountain,Suburban,5,Right,Fish,1,0,0,1,0.5,1,1,0.67,0.83,0.8,0.8,0.6,0,0,0.2,0.2,0,0,1,1,0.6,0.8,0.8,0.6,1,0,1
Terrestrial,male,35 - 44,38,married,1,postgraduate,high,West,Pacific,Urban,2,Left,Both,1,1,0,6,1,1,1,1,1,0.2,0.2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
Terrestrial,male,35 - 44,40,married,2,postgraduate,high,South,South_Atlantic,Rural,0,Right,None,0,0,1,0,0.75,1,1,0.87,0.93,0.6,0.6,1,1,1,0.2,0.2,1,0,0.6,0.6,0.8,0.6,0.6,0.6,1,1,1
Terrestrial,male,45 - 54,55,single,0,university,low,West,Mountain,Suburban,5,Right,Fish,1,0,0,4,0,0.5,0.4,0.53,0.5,0.6,0.4,0.6,0,0,1,0.8,0,0,1,0.8,0.6,0.8,0.8,0.8,0,0,0
Terrestrial,female,25 - 34,32,separated,5,high_school,low,Midwest,East_North_Central,Urban,5,wont_say,None,0,0,0,2,0.25,0.6,0.4,0.8,0.67,0.6,0.6,0.8,0,1,0.8,0.8,1,0,0.6,0.6,0.6,0.8,0.8,0.6,0,1,0
Terrestrial,male,35 - 44,38,married,0,high_school,low,South,South_Atlantic,Urban,4,Left,None,0,0,1,0,0,0.2,0.2,0.27,0.23,0.6,0.6,0.6,0,0,0.6,0.6,0,0,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0
Terrestrial,female,54+,69,widowed,0,high_school,low,South,South_Atlantic,Rural,2,Moderate,Fish,1,0,0,1,0.2,1,0.8,0.8,0.87,0.6,0.6,0.8,0,0,0.6,0.8,0,0,0.8,0.6,0.6,0.8,0.8,0.4,0,1,1
Terrestrial,male,54+,71,married,1,high_school,middle,South,South_Atlantic,Rural,1,Moderate,Fish,1,0,0,3,1,1,1,1,1,0.2,0.2,1,1,1,0.2,0.6,0,0,1,1,1,0.6,0.6,0.2,1,1,1
Terrestrial,female,18 - 24,25,single,0,university,low,South,South_Atlantic,Urban,5,wont_say,Fish,1,0,0,4,0.2,0.8,0.4,0.67,0.67,1,0.6,1,0,0,0.8,0.6,0,1,1,1,0.4,1,1,0.4,0,0,0
Terrestrial,female,45 - 54,54,divorced,0,vocational_technical_college,wont_say,South,South_Atlantic,Suburban,2,Left,Both,1,1,0,6,0.2,0.9,1,0.87,0.9,0.4,0.4,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0
Terrestrial,male,54+,63,living_with_partner,0,university,low,Midwest,East_North_Central,Urban,5,Moderate,Fish,1,0,0,2,0.75,0.7,1,0.6,0.7,0.6,0.6,0.8,0,0,0.6,0.8,0,1,1,1,0.8,0.8,0.8,0.6,1,1,0
Terrestrial,male,45 - 54,52,single,0,university,low,Northeast,New_England,Suburban,1,Left,Fish,1,0,0,1,0.3,0.5,0.4,0.4,0.43,0.6,0.6,0.6,0,0,0.6,0.6,0,0,0.6,0.8,0.8,0.8,0.8,0.4,1,0,0
Terrestrial,female,45 - 54,48,single,0,university,wont_say,Northeast,Middle_Atlantic,Urban,1,Right,None,0,0,0,2,0.1,0.6,0.4,0.47,0.5,0.6,0.6,0.8,0,0,0.8,0.8,0,0,0.8,0.8,0.8,1,0.8,0.6,0,1,0
Terrestrial,male,25 - 34,33,single,0,postgraduate,high,Northeast,Middle_Atlantic,Urban,1,Moderate,Fish,1,0,0,3,0.1,0.5,1,0.53,0.6,0.4,0.8,1,0,1,0.6,0.4,0,0,0.8,0.8,0.2,0.8,0.8,1,0,1,0
Terrestrial,female,25 - 34,28,single,0,vocational_technical_college,low,South,South_Atlantic,Urban,4,Left,None,0,0,0,3,0.8,0.9,0.8,0.8,0.83,0.4,0.4,0.8,0,0,0.6,1,0,0,1,0.8,0.8,0.8,1,0.8,0,1,0
Terrestrial,female,54+,69,divorced,0,high_school,middle,South,South_Atlantic,Suburban,4,Right,None,0,0,1,0,0.4,0.6,0.6,0.47,0.53,0.6,0.6,0.6,0,0,0.6,0.6,0,0,0.8,0.6,0.6,0.8,0.8,0.4,1,0,0
Terrestrial,male,54+,62,married,2,university,low,West,Pacific,Urban,0,wont_say,Fish,1,0,0,5,0.3,0.8,0.8,0.6,0.7,0.4,0.4,0.8,0,0,1,0.8,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0,0,0
Terrestrial,female,54+,69,married,0,high_school,middle,Northeast,Middle_Atlantic,Rural,5,Moderate,None,0,0,0,1,0.5,0.9,1,0.87,0.9,0.4,0.4,1,0,1,0.8,1,1,0,1,1,0.8,1,1,0.8,1,1,1
Terrestrial,female,45 - 54,50,living_with_partner,2,high_school,low,NA,NA,Rural,5,Right,Fish,1,0,0,5,0.85,1,1,1,1,0.4,0.4,1,1,0,0.6,0.6,1,0,1,1,1,0.8,1,1,1,0,0
Terrestrial,female,54+,69,married,1,postgraduate,middle,Northeast,Middle_Atlantic,Suburban,0,Right,None,0,0,1,0,0.4,0.8,1,0.67,0.77,0.8,0.6,0.8,0,0,0.6,0.8,0,0,1,0.8,0.8,1,0.8,0.6,1,1,0
Terrestrial,female,54+,72,divorced,0,university,low,West,Pacific,Urban,5,Right,None,0,0,0,2,0.55,1,1,1,1,0.6,0.4,0.8,0,0,0.6,0.8,1,1,1,1,1,1,1,1,0,1,0
Terrestrial,female,54+,63,widowed,0,high_school,low,South,South_Atlantic,Suburban,0,Moderate,Fish,1,0,0,1,0.1,0.8,0.8,0.67,0.73,0.6,0.6,0.8,0,0,0.6,0.8,0,0,1,1,0.8,1,0.8,0.8,1,1,0
Terrestrial,male,54+,65,divorced,2,high_school,low,West,Pacific,Rural,4,Right,Both,1,1,0,4,0.6,0.8,0.4,0.6,0.63,0.6,0.6,1,0,0,0.8,0.6,1,0,1,1,0.8,1,1,1,1,0,0
Terrestrial,female,54+,60,married,0,university,wont_say,West,Pacific,Urban,5,Left,None,0,0,1,0,0.25,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0,0,0.8,0.8,0,0,0.6,0.6,0.6,0.6,0.8,0.4,0,0,0
Terrestrial,male,54+,70,married,0,high_school,low,Midwest,West_North_Central,Rural,5,Moderate,Both,1,1,0,3,1,1,1,1,1,0.2,0.2,1,1,1,0.8,0.8,1,0,1,1,1,1,1,1,1,1,1
Terrestrial,female,45 - 54,56,single,3,high_school,low,Northeast,Middle_Atlantic,Urban,0,Moderate,None,0,0,1,0,0,0.2,0.2,0.2,0.2,0.6,0.6,0.6,0,0,0.6,0.6,0,0,0.4,0.4,0.4,0.6,0.4,0.4,0,0,0
Terrestrial,male,25 - 34,31,divorced,1,university,middle,Midwest,East_North_Central,Rural,2,Right,Fish,1,0,0,1,0.1,0.5,1,0.6,0.63,0.8,0.8,0.6,0,1,0.8,1,1,0,0.8,0.8,0.4,1,0.6,1,1,0,1
Terrestrial,female,18 - 24,22,single,0,university,middle,Northeast,Middle_Atlantic,Rural,5,Left,Fish,1,0,0,1,0.65,1,1,0.8,0.9,0.6,0.4,0.8,0,1,0.8,0.8,1,0,1,0.8,1,1,1,0.6,1,1,0
Terrestrial,male,25 - 34,33,married,2,university,high,West,Pacific,Urban,1,Left,Hunt,0,1,0,1,0.3,0.5,0.6,0.53,0.53,0.6,0.8,0.2,1,0,0.2,0.4,1,0,0.4,0.2,1,0.8,0.2,0.4,0,1,1
Terrestrial,female,45 - 54,52,widowed,2,university,low,South,South_Atlantic,Suburban,1,Left,Both,1,1,0,6,1,1,1,0.93,0.97,0.4,0.4,1,1,1,1,0.8,1,1,1,0.8,1,1,1,0.6,1,1,1
Terrestrial,male,54+,73,married,0,high_school,low,South,South_Atlantic,Suburban,0,Left,None,0,0,1,0,0.2,0.6,0.6,0.6,0.6,0.6,0.6,0.2,0,0,0.8,0.6,0,0,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0
Terrestrial,female,54+,63,married,0,high_school,low,South,South_Atlantic,Urban,5,Moderate,Fish,1,0,0,4,0.15,0.7,0.8,0.73,0.73,0.4,0.4,0.6,0,0,0.4,0.8,0,0,0.6,0.8,1,0.8,0.8,1,0,1,0
Terrestrial,male,18 - 24,24,prefer_not_to_say,2,university,low,West,Pacific,Rural,1,Right,Fish,1,0,0,1,0.1,0.6,0.6,0.73,0.67,0.8,1,0.8,0,1,1,0.8,1,0,0.4,0.4,0.4,0.8,0.6,0.8,0,0,1
Terrestrial,female,54+,66,single,0,university,low,Midwest,East_North_Central,Urban,5,Left,None,0,0,1,0,1,0.8,1,0.87,0.87,0.6,0.4,0.2,0,1,0.6,0.6,0,0,1,0.6,0.8,1,0.8,0.4,1,1,1
Terrestrial,female,45 - 54,50,married,1,vocational_technical_college,middle,South,South_Atlantic,Suburban,4,Moderate,None,0,0,0,2,0.55,0.8,0.8,0.53,0.67,0.4,0.6,0.8,1,0,0.6,0.8,0,0,1,1,0.8,1,1,0.6,1,1,0
Terrestrial,male,54+,70,widowed,0,university,low,Midwest,East_North_Central,Urban,5,Moderate,None,0,0,1,0,0.7,0.9,1,0.6,0.77,0.6,0.6,0.6,0,0,0.6,0.6,0,0,0.6,0.8,0.8,0.8,0.8,0.8,1,0,0
Terrestrial,female,45 - 54,55,married,0,high_school,middle,South,East_South_Central,Urban,1,Right,None,0,0,0,1,0.2,1,1,1,1,0.2,0.2,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0
Terrestrial,female,35 - 44,38,single,3,high_school,low,Midwest,East_North_Central,Rural,5,Moderate,None,0,0,0,1,0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0.6,0.6,0,0,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0
Terrestrial,female,54+,71,single,0,postgraduate,middle,South,West_South_Central,Suburban,2,Moderate,None,0,0,1,0,0.4,0.9,0.8,0.87,0.87,0.6,0.6,0.8,0,1,0.8,0.8,0,1,1,1,0.8,1,1,0.4,1,1,0
Terrestrial,female,54+,58,married,6,high_school,middle,South,South_Atlantic,Suburban,0,Moderate,None,0,0,0,2,0.6,0.7,0.8,0.8,0.77,0.4,0.4,0.2,0,0,1,1,0,0,0.6,0.8,0.8,1,1,1,1,0,0
Terrestrial,male,54+,71,divorced,0,university,low,Northeast,New_England,Suburban,2,Moderate,None,0,0,1,0,0.4,1,1,1,1,0.2,0.2,0.2,0,1,0.6,1,0,0,1,1,1,1,1,0.6,1,1,0
Terrestrial,female,54+,57,living_with_partner,0,university,wont_say,West,Pacific,Suburban,1,Left,None,0,0,0,2,1,0.8,0.8,0.8,0.8,0.6,0.6,0.8,1,0,0.8,0.6,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0,1,0
Terrestrial,male,54+,79,married,0,postgraduate,low,Midwest,East_North_Central,Rural,5,Left,Fish,1,0,0,2,0.4,1,1,1,1,0.2,0.2,1,0,0,0.4,0.6,0,0,0.6,1,0.8,0.8,0.6,1,0,1,0
Terrestrial,female,54+,69,widowed,0,middle_school,wont_say,South,South_Atlantic,Rural,5,wont_say,Fish,1,0,0,2,0.2,0.8,0.8,0.8,0.8,0.6,0.4,0.8,0,0,0.6,1,0,0,0.8,0.6,1,0.8,0.4,0.8,0,1,0
Terrestrial,female,45 - 54,53,single,5,university,middle,Midwest,East_North_Central,Suburban,5,Right,None,0,0,0,2,1,1,1,1,1,0.4,0.4,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
Terrestrial,female,18 - 24,23,single,0,high_school,low,South,South_Atlantic,Urban,5,Left,Fish,1,0,0,1,0,0.4,0.6,0.2,0.33,0.6,0.6,0.8,0,1,0.4,0.4,0,0,0.4,0.6,0.8,0.8,1,0.6,0,0,0
Terrestrial,male,25 - 34,29,single,0,university,low,South,South_Atlantic,Suburban,1,Moderate,None,0,0,0,2,1,1,1,1,1,0.4,0.4,0.6,0,0,0.6,0.6,0,0,0.6,0.6,0.6,0.6,0.6,0.6,0,1,0
Terrestrial,female,25 - 34,36,married,4,high_school,low,South,South_Atlantic,Rural,5,Left,Fish,1,0,0,5,0.85,0.9,1,0.87,0.9,0.4,0.2,0.8,1,1,1,1,0,0,1,1,1,1,1,0.6,1,0,0
Terrestrial,male,54+,73,married,0,postgraduate,low,South,South_Atlantic,Suburban,4,Moderate,Both,1,1,0,4,1,1,0.8,0.8,0.87,0.4,0.6,0.8,1,0,0.6,0.6,0,1,0.8,1,0.8,0.8,1,1,1,1,1
Terrestrial,female,54+,59,living_with_partner,0,university,middle,South,East_South_Central,Rural,4,Right,None,0,0,0,2,0.9,1,1,1,1,0.4,0.4,0.2,0,0,0.2,0.8,0,1,1,1,1,1,1,1,1,1,1
Terrestrial,female,54+,69,married,3,vocational_technical_college,low,South,South_Atlantic,Suburban,4,Left,None,0,0,1,0,0.5,0.7,0.8,0.67,0.7,0.6,0.6,0.8,1,0,0.8,1,1,0,0.8,0.8,0.8,0.8,0.8,0.8,1,1,0
Terrestrial,female,54+,74,married,0,high_school,wont_say,South,East_South_Central,Suburban,5,Moderate,None,0,0,1,0,0.1,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0.6,0.6,0,0,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0
Terrestrial,female,54+,59,married,0,university,high,South,South_Atlantic,Suburban,0,Left,None,0,0,0,3,0.7,1,1,1,1,0.2,0.2,1,1,1,1,1,1,1,1,1,1,1,1,0.6,1,1,1
Terrestrial,male,25 - 34,30,married,3,high_school,middle,West,Pacific,Suburban,2,Moderate,None,0,0,0,1,0.7,0.9,0.8,0.8,0.83,0.4,0.4,0.6,0,1,0.6,0.8,0,1,1,0.6,0.8,1,1,0.4,1,1,0
Terrestrial,male,25 - 34,31,married,2,university,middle,Northeast,Middle_Atlantic,Suburban,0,Left,Fish,1,0,0,4,0.6,1,1,1,1,0.4,0.4,1,1,0,0.8,0.8,1,1,1,1,1,1,1,1,1,1,0
Terrestrial,male,54+,83,married,0,university,low,Northeast,Middle_Atlantic,Rural,5,Right,None,0,0,1,0,0,0.3,0.2,0.27,0.27,0.2,0.2,0.6,0,0,0.2,0.2,0,0,0.6,0.4,0.4,0.8,0.8,0.8,0,0,1
Terrestrial,male,35 - 44,38,single,0,university,low,Midwest,East_North_Central,Suburban,2,Left,Both,1,1,0,4,0.2,0.9,1,0.87,0.9,0.6,0.8,1,0,1,0.8,0.8,1,0,0.8,0.8,1,0.8,1,1,1,0,1
Terrestrial,male,45 - 54,56,single,1,high_school,low,Northeast,New_England,Suburban,4,Moderate,None,0,0,1,0,0,0.5,0.4,0.4,0.43,0.6,0.6,0.6,0,0,0.6,0.6,0,0,0.6,0.4,0.6,0.6,0.6,0.6,0,0,0
Terrestrial,female,54+,69,married,0,high_school,low,South,East_South_Central,Rural,5,None,None,0,0,1,0,0,0.7,0.6,0.6,0.63,0.4,0.2,0.6,0,0,0.8,0.2,0,0,1,0.8,1,0.8,1,1,1,0,0
Terrestrial,female,35 - 44,40,divorced,2,high_school,low,South,East_South_Central,Urban,5,Left,None,0,0,1,0,0.2,0.5,0.8,0.67,0.63,0.6,0.6,0.6,0,0,0.6,0.8,0,0,0.8,0.6,0.6,1,0.8,0.6,0,0,0
Terrestrial,female,35 - 44,42,married,0,vocational_technical_college,high,West,Mountain,Suburban,5,Left,None,0,0,1,0,1,1,1,1,1,0.2,0.2,1,1,0,0.6,0.6,1,0,1,0.6,0.6,1,1,0.6,1,1,1
Terrestrial,female,35 - 44,39,married,2,vocational_technical_college,low,Midwest,East_North_Central,Urban,5,Left,Both,1,1,0,6,1,1,1,1,1,0.4,0.4,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Terrestrial,female,54+,70,married,0,university,middle,Midwest,West_North_Central,Urban,5,Right,None,0,0,1,0,0.4,1,1,0.87,0.93,0.6,0.6,0.6,0,0,0.6,0.6,0,0,1,1,1,1,1,0.6,1,1,0
Terrestrial,male,54+,70,single,0,university,low,South,West_South_Central,Rural,0,Moderate,None,0,0,0,1,0.8,0.8,1,0.8,0.83,0.4,0.4,0.8,0,0,0.8,0.8,0,0,1,1,1,1,0.8,0.6,1,1,0
Terrestrial,male,35 - 44,38,single,2,high_school,low,South,West_South_Central,Urban,4,Right,Both,1,1,0,3,0.15,0.7,0.8,0.8,0.77,1,1,0.8,1,1,1,0.6,0,0,0.4,0.6,0.8,1,1,1,1,0,0
Terrestrial,female,45 - 54,49,married,2,university,middle,Northeast,Middle_Atlantic,Suburban,2,Right,None,0,0,0,4,0.7,0.8,0.8,0.73,0.77,0.6,0.6,0.8,0,0,0.6,0.6,0,0,0.8,0.6,0.6,0.6,0.8,0.6,1,1,1
