survey,id,state,city,gender,age,marital_status,no_kids,education,employment ,career,race,income,US_census_region,US_census_division,community,distance_from_coast,political,poltical2,Q4_fishing,Q4_hunting,Q4_fish_hunt,Q6_overfish_deforest,Q6_melt_extremes,Q6_plastic_waste,Q6_oil_toxics,Q6_oa_soil,Q6_none,Q6_total_awareness,Q7_overfish_deforest,Q7_melt_extremes,Q7_plastic_waste,Q7_oil_toxics,Q7_oa_soil,Q7_none,Q8_coast,Q8_ocean,Q8_fw,Q8_forest,Q8.5_plains,Q8_mountains,Q9_percent,Q10_animal_health,Q11_habitat_health,Q13_concern_fish,Q19_scenario_effective,Q20_protected_area,Q20_captive_breed,Q20_relocate,Q20_regulations,Q20_education,Q20_supplament,Q21_invest_govregs,Q21.2_partnerships,Q21_donate_ngo,Q21_market,Q21_programs,Q21_penalties,Q21_none,Q21_total_funds,,,,
Terrestrial,-470452310,Georgia,Roswell,female,54+,divorced,zero,high_school,retired,other,white,middle_ii,South,South Atlantic,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,3-4 hour drive away / Approximately 125 - 249 miles away,Lean Right (Republican) ,Right,No,No,None,0,1,1,0,0,0,0.4,0,1,1,0,0,0,0.6,0.6,0.6,0.6,0.4,0.4,30,0.6,0.6,0.6,0.8,0.8,0.6,0.6,0.8,0.8,0.4,0,0,0,0,0,1,0,1,,,,
Terrestrial,-1916838161,Washington,Tacoma,male,54+,married,two,university,employed_for_wages,other,white,lower_i,West,Pacific,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",I live very close to the coast. It’s a short drive away,I prefer not to say,Wont say,Yes,No,Fish,0,1,0,1,1,0,0.6,0,0.5,0,0.5,0.5,0,0.8,0.8,0.8,0.6,0.8,0.4,80,0.4,0.4,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1,0,0,0,0,0,0,1,,,,
Terrestrial,-513200788,New York,McGraw,female,54+,married,zero,high_school,retired,agriculture_forestry_fishing_or_hunting,white,middle_i,Northeast,Middle Atlantic,"Rural community: an area where people live and work further apart, usually small cities and towns",More than 5-hour drive away / Approximately 250 miles or more,Moderate,Moderate,No,No,None,1,1,1,0,1,0,0.8,0.5,1,0.5,0,0.5,0,0.8,1,1,1,0.8,0.8,70,0.4,0.4,1,0.2,1,1,0.8,1,1,0.8,1,1,1,1,1,1,0,6,,,,
Terrestrial,1465191665,Unknown,Unknown,female,45 - 54,living_with_partner,two,high_school,self_employed,marketing_sales,white,lower_ii,,,"Rural community: an area where people live and work further apart, usually small cities and towns",More than 5-hour drive away / Approximately 250 miles or more,Lean Right (Republican) ,Right,Yes,No,Fish,1,1,1,1,1,0,1,1,1,0.5,1,0.75,0,1,1,1,1,1,1,60,0.4,0.4,1,0.8,1,1,1,0.8,1,1,0,0,0,0,1,1,0,2,,,,
Terrestrial,-1933686058,New Jersey,Absecon,female,54+,married,one,postgraduate,employed_for_wages,arts_entertainment_or_recreation,white,middle_ii,Northeast,Middle Atlantic,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,I live very close to the coast. It’s a short drive away,Lean Right (Republican) ,Right,No,No,None,1,1,1,1,0,0,0.8,0.5,0.5,0.5,0.5,0,0,0.8,0.8,1,0.8,0.6,0.6,25,0.8,0.6,0.8,1,1,0.8,0.8,1,0.8,0.6,1,1,1,0,1,1,0,5,,,,
Terrestrial,1041970818,California,Oakland,female,54+,divorced,zero,university,retired,other,asian,lower_ii,West,Pacific,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",More than 5-hour drive away / Approximately 250 miles or more,Lean Right (Republican) ,Right,No,No,None,1,1,1,1,0,0,0.8,0.75,0.75,0.75,0.5,0,0,1,1,1,1,1,1,65,0.6,0.4,0.8,1,1,1,1,1,1,1,0,1,0,0,1,0,0,2,,,,
Terrestrial,-1895614031,Florida,Lake Worth,female,54+,widowed,zero,high_school,employed_for_wages,hotel_and_food_services,white,lower_i,South,South Atlantic,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,I live very close to the coast. It’s a short drive away,Moderate,Moderate,Yes,No,Fish,0,0,1,0,0,0,0.2,0,0,0.5,0,0,0,0.8,0.8,0.8,0.6,0.8,0.6,80,0.6,0.6,0.8,1,1,1,0.8,1,0.8,0.8,1,1,1,0,1,1,0,5,,,,
Terrestrial,-2147115613,Washington,Port Angeles,male,54+,divorced,two,high_school,retired,other,white,lower_i,West,Pacific,"Rural community: an area where people live and work further apart, usually small cities and towns",3-4 hour drive away / Approximately 125 - 249 miles away,Strong Right,Right,Yes,Yes,Both,0,1,0,1,1,0,0.6,0,1,0,1,1,0,1,0.6,0.4,0.6,0.6,0.6,50,0.6,0.6,1,1,1,1,0.8,1,1,1,0,0,0,0,0,1,0,1,,,,
Terrestrial,-1619224678,California,Unknown,female,54+,married,zero,university,employed_for_wages,hotel_and_food_services,white,prefer_not_to_say,West,Pacific,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",More than 5-hour drive away / Approximately 250 miles or more,Lean Left (Democrat),Left,No,No,None,0,1,0,0,1,0,0.4,0,0.75,0,0,0.5,0,0.4,0.4,0.4,0.4,0.4,0.4,50,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.4,0,0,1,0,0,0,0,1,,,,
Terrestrial,-871905399,Missouri,De Witt,male,54+,married,zero,high_school,employed_for_wages,arts_entertainment_or_recreation,white,lower_ii,Midwest,West North Central,"Rural community: an area where people live and work further apart, usually small cities and towns",More than 5-hour drive away / Approximately 250 miles or more,Moderate,Moderate,Yes,Yes,Both,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,50,0.2,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,6,,,,
Terrestrial,178000503,New Jersey,Newark,female,45 - 54,single,three,high_school,unemployed_looking,personal_services,black,lower_i,Northeast,Middle Atlantic,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",I live very close to the coast. It’s a short drive away,Moderate,Moderate,No,No,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,60,0.6,0.6,0.6,0.6,0.4,0.4,0.4,0.6,0.4,0.4,0,0,0,0,0,0,1,0,,,,
Terrestrial,-799171225,Michigan,Dearborn,male,25 - 34,divorced,one,university,self_employed,telecommunications,black,middle_ii,Midwest,East North Central,"Rural community: an area where people live and work further apart, usually small cities and towns",1-2 hour drive away / Approximately 60 - 124 miles away,Strong Right,Right,Yes,No,Fish,1,0,0,0,0,0,0.2,0.5,0,0,0,0,0,0.4,0.6,1,0.8,0.6,0.4,60,0.8,0.8,0.6,0.4,0.8,0.8,0.4,1,0.6,1,0,0,0,1,0,1,0,2,,,,
Terrestrial,-1255608506,New York,Oneida,female,18 - 24,single,zero,university,student,other,other,middle_i,Northeast,Middle Atlantic,"Rural community: an area where people live and work further apart, usually small cities and towns",More than 5-hour drive away / Approximately 250 miles or more,Strong Left,Left,Yes,No,Fish,1,1,1,1,0,0,0.8,0.75,0.75,1,0.75,0,0,1,1,1,1,0.8,0.6,50,0.6,0.4,0.8,0.8,1,0.8,1,1,1,0.6,1,1,1,0,1,1,0,5,,,,
Terrestrial,2102119379,California,Los Angeles,male,25 - 34,married,two,university,employed_for_wages,broadcasting,black,high_i,West,Pacific,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",Less than 1-hour drive away / 10 - 59 miles away,Lean Left (Democrat),Left,No,Yes,Hunt,0,1,1,1,1,0,0.8,0,0.25,0.25,0.5,0.5,0,0.2,0.8,0.6,0.4,0.8,0.4,75,0.6,0.8,0.2,1,0.4,0.2,1,0.8,0.2,0.4,1,1,0,1,0,0,0,3,,,,
Terrestrial,2119427374,Florida,Winter Park,female,45 - 54,widowed,two,university,self_employed,arts_entertainment_or_recreation,white,lower_ii,South,South Atlantic,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,Less than 1-hour drive away / 10 - 59 miles away,Lean Left (Democrat),Left,Yes,Yes,Both,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0.8,40,0.4,0.4,1,0.6,1,0.8,1,1,1,0.6,1,1,1,1,1,1,0,6,,,,
Terrestrial,-671214201,Florida,Boynton Beach,male,54+,married,zero,high_school,retired,other,white,lower_ii,South,South Atlantic,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,I live very close to the coast. It’s a short drive away,Strong Left,Left,No,No,None,0,1,0,0,0,0,0.2,0,1,0,0,0,0,0.6,0.6,0.6,0.6,0.6,0.6,50,0.6,0.6,0.2,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0,0,1,0,0,1,,,,
Terrestrial,-1309604177,Florida,Tampa,female,54+,married,zero,high_school,unable_to_work,other,white,lower_i,South,South Atlantic,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",More than 5-hour drive away / Approximately 250 miles or more,Moderate,Moderate,Yes,No,Fish,0,1,0,0,0,0,0.2,0,0.75,0,0,0,0,0.8,0.6,0.8,1,0.6,0.6,60,0.4,0.4,0.6,0.8,0.6,0.8,1,0.8,0.8,1,0,1,0,0,0,0,0,1,,,,
Terrestrial,74455142,California,Woodland,male,18 - 24,prefer_not_to_say,two,university,employed_for_wages,broadcasting,white,lower_i,West,Pacific,"Rural community: an area where people live and work further apart, usually small cities and towns",Less than 1-hour drive away / 10 - 59 miles away,Strong Right,Right,Yes,No,Fish,0,0,0,1,0,0,0.2,0,0,0,0.5,0,0,0.6,0.6,0.6,1,0.6,0.6,35,0.8,1,0.8,1,0.4,0.4,0.4,0.8,0.6,0.8,1,0,0,1,0,0,0,2,,,,
Terrestrial,-1237017620,Illinois,Chicago,female,54+,single,zero,university,homemaker,manufacturing_computer_and_electronics,white,lower_i,Midwest,East North Central,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",More than 5-hour drive away / Approximately 250 miles or more,Strong Left,Left,No,No,None,1,1,1,1,1,0,1,1,1,1,1,1,0,0.8,0.8,1,1,0.8,0.8,50,0.6,0.4,0.2,1,1,0.6,0.8,1,0.8,0.4,1,1,1,1,1,1,0,6,,,,
Terrestrial,-2020170370,North Carolina,Charlotte,female,45 - 54,married,one,vocational_technical_college,employed_for_wages,other,white,middle_ii,South,South Atlantic,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,3-4 hour drive away / Approximately 125 - 249 miles away,Moderate,Moderate,No,No,None,1,1,1,0,0,0,0.6,0.75,1,1,0,0,0,0.8,0.8,0.8,0.6,0.6,0.4,50,0.4,0.6,0.8,0.8,1,1,0.8,1,1,0.6,1,1,1,0,0,1,0,4,,,,
Terrestrial,138395152,Illinois,Rock Island,male,54+,widowed,zero,university,employed_for_wages,information_other,black,lower_ii,Midwest,East North Central,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",More than 5-hour drive away / Approximately 250 miles or more,Moderate,Moderate,No,No,None,1,1,1,1,0,0,0.8,0.5,1,1,1,0,0,1,0.8,1,0.6,0.6,0.6,65,0.6,0.6,0.6,0.6,0.6,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,1,0,1,,,,
Terrestrial,-756780832,Mississippi,Long Beach,female,45 - 54,married,zero,high_school,retired,other,black,middle_i,South,East South Central,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",Less than 1-hour drive away / 10 - 59 miles away,Lean Right (Republican) ,Right,No,No,None,0,1,0,0,0,0,0.2,0,1,0,0,0,0,1,1,1,1,1,1,100,0.2,0.2,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,,,,
Terrestrial,-1110932729,Ohio,Nelsonville,female,35 - 44,single,three,high_school,homemaker,hotel_and_food_services,white,lower_i,Midwest,East North Central,"Rural community: an area where people live and work further apart, usually small cities and towns",More than 5-hour drive away / Approximately 250 miles or more,Moderate,Moderate,No,No,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6,0.6,0.6,0.6,0.6,0.6,50,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0,0,0,0,1,0,,,,
Terrestrial,-726379690,Louisiana,Metairie,female,54+,single,zero,postgraduate,retired,other,white,middle_i,South,West South Central,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,1-2 hour drive away / Approximately 60 - 124 miles away,Moderate,Moderate,No,No,None,1,1,0,0,0,0,0.4,1,1,0,0,0,0,1,0.8,0.8,1,0.8,0.8,50,0.6,0.6,0.8,1,1,1,0.8,1,1,0.4,1,1,0,0,1,1,0,4,,,,
Terrestrial,-1139756587,Florida,Largo,female,54+,married,six_or_more,high_school,employed_for_wages,manufacturing_other,white,middle_i,South,South Atlantic,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,I live very close to the coast. It’s a short drive away,Moderate,Moderate,No,No,None,1,1,1,1,0,0,0.8,0.5,1,0.5,1,0,0,0.6,0.8,0.8,0.8,0.8,0.8,60,0.4,0.4,0.2,1,0.6,0.8,0.8,1,1,1,0,0,0,0,0,1,0,1,,,,
Terrestrial,-1249900171,Maine,Lewiston,male,54+,divorced,zero,university,retired,other,white,lower_ii,Northeast,New England,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,1-2 hour drive away / Approximately 60 - 124 miles away,Moderate,Moderate,No,No,None,0,1,1,0,0,0,0.4,0,1,1,0,0,0,1,1,1,1,1,1,50,0.2,0.2,0.2,1,1,1,1,1,1,0.6,1,1,1,0,1,1,0,5,,,,
Terrestrial,457030467,California,Van Nuys,female,54+,living_with_partner,zero,university,self_employed,arts_entertainment_or_recreation,white,prefer_not_to_say,West,Pacific,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,Less than 1-hour drive away / 10 - 59 miles away,Lean Left (Democrat),Left,No,No,None,1,1,1,1,1,0,1,1,1,1,1,1,0,0.8,0.8,0.8,0.8,0.8,0.8,55,0.6,0.6,0.8,1,0.8,0.8,0.8,0.8,0.8,0.8,0,1,0,0,0,0,0,1,,,,
Terrestrial,-6089055,Wisconsin,Mazomanie,male,54+,married,zero,postgraduate,retired,education,white,lower_ii,Midwest,East North Central,"Rural community: an area where people live and work further apart, usually small cities and towns",More than 5-hour drive away / Approximately 250 miles or more,Lean Left (Democrat),Left,Yes,No,Fish,1,1,0,0,0,0,0.4,1,1,0,0,0,0,1,1,1,1,1,1,100,0.2,0.2,1,0.8,0.6,1,0.8,0.8,0.6,1,0,1,0,0,1,0,0,2,,,,
Terrestrial,-635017104,Virginia,Pennington Gap,female,54+,widowed,zero,middle_school,retired,other,asian,prefer_not_to_say,South,South Atlantic,"Rural community: an area where people live and work further apart, usually small cities and towns",More than 5-hour drive away / Approximately 250 miles or more,I prefer not to say,Wont say,Yes,No,Fish,0,0,1,1,0,0,0.4,0,0,0.5,0.5,0,0,1,0.6,0.8,0.8,0.8,0.8,50,0.6,0.4,0.8,0.8,0.8,0.6,1,0.8,0.4,0.8,1,1,1,0,0,0,0,3,,,,
Terrestrial,750184086,Illinois,Herrin,female,45 - 54,single,five,university,employed_for_wages,manufacturing_other,hispanic,middle_i,Midwest,East North Central,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,More than 5-hour drive away / Approximately 250 miles or more,Strong Right,Right,No,No,None,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,55,0.4,0.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,6,,,,
Terrestrial,-754296868,Florida,Tampa,female,18 - 24,single,zero,high_school,unemployed_looking,other,black,lower_i,South,South Atlantic,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",More than 5-hour drive away / Approximately 250 miles or more,Lean Left (Democrat),Left,Yes,No,Fish,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6,0.2,0.6,0.2,0.2,0.2,45,0.6,0.6,0.8,0.6,0.4,0.6,0.8,0.8,1,0.6,0,0,0,0,0,0,1,0,,,,
Terrestrial,-1385268638,Florida,Miami,male,25 - 34,single,zero,university,unemployed_looking,other,multiracial,lower_i,South,South Atlantic,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,Less than 1-hour drive away / 10 - 59 miles away,Moderate,Moderate,No,No,None,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,90,0.4,0.4,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0,1,0,0,0,0,0,1,,,,
Terrestrial,-126577771,Virginia,Troy,female,25 - 34,married,four,high_school,homemaker,homemaker,black,lower_i,South,South Atlantic,"Rural community: an area where people live and work further apart, usually small cities and towns",More than 5-hour drive away / Approximately 250 miles or more,Strong Left,Left,Yes,No,Fish,1,1,1,1,1,0,1,0.5,1,0.75,1,1,0,1,0.8,1,0.8,1,0.8,80,0.4,0.2,0.8,1,1,1,1,1,1,0.6,1,0,0,0,1,1,0,3,,,,
Terrestrial,1505507348,North Carolina,Cary,male,54+,married,zero,postgraduate,employed_for_wages,wholesale,white,lower_ii,South,South Atlantic,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,3-4 hour drive away / Approximately 125 - 249 miles away,Moderate,Moderate,Yes,Yes,Both,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0.8,0.8,0.8,0.8,45,0.4,0.6,0.8,0.8,0.8,1,0.8,0.8,1,1,1,1,1,1,1,1,0,6,,,,
Terrestrial,1272571696,Alabama,Birmingham,female,54+,living_with_partner,zero,university,employed_for_wages,health_care_and_social_assistance,white,middle_i,South,East South Central,"Rural community: an area where people live and work further apart, usually small cities and towns",3-4 hour drive away / Approximately 125 - 249 miles away,Strong Right,Right,No,No,None,1,1,1,1,1,0,1,1,1,0.5,1,1,0,1,1,1,1,1,1,70,0.4,0.4,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,6,,,,
Terrestrial,1379365585,North Carolina,Charlotte,female,54+,married,three,vocational_technical_college,self_employed,hotel_and_food_services,white,lower_ii,South,South Atlantic,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,3-4 hour drive away / Approximately 125 - 249 miles away,Strong Left,Left,No,No,None,0,1,1,1,0,0,0.6,0,1,0.75,0.75,0,0,0.6,0.8,0.8,0.6,0.6,0.8,50,0.6,0.6,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0,1,0,0,1,1,0,3,,,,
Terrestrial,330501011,Kentucky,Elizabethtown,female,54+,married,zero,high_school,unemployed_looking,homemaker,white,prefer_not_to_say,South,East South Central,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,More than 5-hour drive away / Approximately 250 miles or more,Moderate,Moderate,No,No,None,0,0,0,0,1,0,0.2,0,0,0,0,0.5,0,0.6,0.6,0.6,0.6,0.6,0.6,80,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0,0,0,0,1,0,,,,
Terrestrial,-1988105678,Florida,Saint Augustine,female,54+,married,zero,university,employed_for_wages,hotel_and_food_services,white,high_i,South,South Atlantic,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,I live very close to the coast. It’s a short drive away,Lean Left (Democrat),Left,No,No,None,1,1,1,1,1,0,1,0.5,1,1,0.5,0.5,0,1,1,1,1,1,1,30,0.2,0.2,1,0.6,1,1,1,1,1,0.6,1,1,1,1,1,1,0,6,,,,
Terrestrial,1454447233,California,Yuba City,male,25 - 34,married,three,high_school,employed_for_wages,retail,asian,middle_i,West,Pacific,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,1-2 hour drive away / Approximately 60 - 124 miles away,Moderate,Moderate,No,No,None,1,1,1,0,1,0,0.8,0.5,1,1,0,1,0,0.8,1,0.8,1,0.6,0.8,70,0.4,0.4,0.6,0.8,1,0.6,0.8,1,1,0.4,0,1,0,0,0,1,0,2,,,,
Terrestrial,1325867234,New York,Oceanside,male,25 - 34,married,two,university,employed_for_wages,other,white,middle_i,Northeast,Middle Atlantic,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,I live very close to the coast. It’s a short drive away,Lean Left (Democrat),Left,Yes,No,Fish,1,1,1,1,1,0,1,0.5,0.75,0.75,0.5,0.5,0,1,1,1,1,1,1,50,0.4,0.4,1,0.8,1,1,1,1,1,1,1,1,0,0,0,1,0,3,,,,
Terrestrial,-1267934657,Pennsylvania,Butler,male,54+,married,zero,university,retired,other,white,lower_ii,Northeast,Middle Atlantic,"Rural community: an area where people live and work further apart, usually small cities and towns",More than 5-hour drive away / Approximately 250 miles or more,Strong Right,Right,No,No,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2,0.4,0.2,0.2,0.4,0.2,100,0.2,0.2,0.6,0.8,0.6,0.4,0.4,0.8,0.8,0.8,0,0,0,1,0,0,0,1,,,,
Terrestrial,1386221742,Ohio,Columbus,male,35 - 44,single,zero,university,employed_for_wages,health_care_and_social_assistance,black,lower_ii,Midwest,East North Central,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,1-2 hour drive away / Approximately 60 - 124 miles away,Strong Left,Left,Yes,Yes,Both,1,0,0,1,0,0,0.4,0.5,0,0,0.5,0,0,0.8,1,1,0.8,0.8,1,75,0.6,0.8,1,0.8,0.8,0.8,1,0.8,1,1,0,0,1,1,0,1,0,3,,,,
Terrestrial,-1299073165,Connecticut,Bridgeport,male,45 - 54,single,one,high_school,employed_for_wages,hotel_and_food_services,multiracial,lower_ii,Northeast,New England,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,3-4 hour drive away / Approximately 125 - 249 miles away,Moderate,Moderate,No,No,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0.4,0.6,0.4,0.4,0.4,0.4,30,0.6,0.6,0.6,0.6,0.6,0.4,0.6,0.6,0.6,0.6,0,0,0,0,0,0,1,0,,,,
Terrestrial,-693822437,Kentucky,Paducah,female,54+,married,zero,high_school,employed_for_wages,other,white,lower_i,South,East South Central,"Rural community: an area where people live and work further apart, usually small cities and towns",More than 5-hour drive away / Approximately 250 miles or more,I don’t follow politics,None,No,No,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6,0.8,0.6,0.8,0.6,0.4,50,0.4,0.2,0.6,0.8,1,0.8,1,0.8,1,1,0,0,0,0,0,1,0,1,,,,
Terrestrial,1484037529,Mississippi,Hattiesburg,female,35 - 44,divorced,two,high_school,unemployed_looking,other,black,lower_i,South,East South Central,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",More than 5-hour drive away / Approximately 250 miles or more,Strong Left,Left,No,No,None,0,1,0,1,0,0,0.4,0,0.5,0,0.5,0,0,0.4,0.6,0.8,0.6,0.6,0.8,55,0.6,0.6,0.6,0.6,0.8,0.6,0.6,1,0.8,0.6,0,0,0,0,0,0,1,0,,,,
Terrestrial,549608151,Nevada,Reno,female,35 - 44,married,zero,vocational_technical_college,military,wholesale,white,high_ii,West,Mountain,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,More than 5-hour drive away / Approximately 250 miles or more,Strong Left,Left,No,No,None,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,50,0.2,0.2,1,0.4,1,0.6,0.6,1,1,0.6,0,1,1,1,0,1,0,4,,,,
Terrestrial,995840916,Indiana,Evansville,female,35 - 44,married,two,vocational_technical_college,self_employed,personal_services,white,lower_ii,Midwest,East North Central,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",More than 5-hour drive away / Approximately 250 miles or more,Lean Left (Democrat),Left,Yes,Yes,Both,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,50,0.4,0.4,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,6,,,,
Terrestrial,-1065389966,Missouri,City of Saint Peters,female,54+,married,zero,university,retired,other,white,middle_i,Midwest,West North Central,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",More than 5-hour drive away / Approximately 250 miles or more,Lean Right (Republican) ,Right,No,No,None,0,1,1,1,0,0,0.6,0,0.5,1,0.5,0,0,1,1,1,1,0.6,1,50,0.6,0.6,0.6,1,1,1,1,1,1,0.6,0,1,1,0,1,1,0,4,,,,
Terrestrial,568846704,Texas,Port Isabel,male,54+,single,zero,university,retired,other,white,lower_i,South,West South Central,"Rural community: an area where people live and work further apart, usually small cities and towns",I live very close to the coast. It’s a short drive away,Moderate,Moderate,No,No,None,1,1,1,1,1,0,1,0.5,1,1,1,0.5,0,0.8,0.8,1,0.8,0.8,0.8,70,0.4,0.4,0.8,0.6,1,1,1,1,0.8,0.6,0,1,1,0,1,1,0,4,,,,
Terrestrial,-858401403,Texas,Dallas,male,35 - 44,single,two,high_school,employed_for_wages,arts_entertainment_or_recreation,black,lower_ii,South,West South Central,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",3-4 hour drive away / Approximately 125 - 249 miles away,Strong Right,Right,Yes,Yes,Both,1,0,0,0,0,0,0.2,0.75,0,0,0,0,0,0.8,0.6,0.8,0.8,0.8,0.8,75,1,1,0.8,1,0.4,0.6,0.8,1,1,1,0,0,1,0,0,1,0,2,,,,
Terrestrial,-630339656,Pennsylvania,Lewistown,female,45 - 54,married,two,university,employed_for_wages,government_and_public_administration,white,middle_ii,Northeast,Middle Atlantic,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,1-2 hour drive away / Approximately 60 - 124 miles away,Lean Right (Republican) ,Right,No,No,None,1,1,1,1,1,0,1,0.5,1,1,0.5,0.5,0,0.8,0.8,0.8,0.8,0.8,0.6,75,0.6,0.6,0.8,0.8,0.8,0.6,0.6,0.6,0.8,0.6,1,1,1,1,1,1,0,6,,,,
Terrestrial,1513849467,Virginia,Alexandria,female,54+,married,zero,university,self_employed,hotel_and_food_services,asian,middle_i,South,South Atlantic,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",1-2 hour drive away / Approximately 60 - 124 miles away,Moderate,Moderate,No,No,None,0,1,0,0,0,0,0.2,0,0.75,0,0,0,0,0.6,0.6,0.6,0.6,0.6,0.6,55,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0,1,0,0,0,0,0,1,,,,
Terrestrial,-772216967,Washington,Kirkland,female,25 - 34,married,zero,university,employed_for_wages,software,asian,middle_ii,West,Pacific,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,I live very close to the coast. It’s a short drive away,Lean Left (Democrat),Left,No,No,None,1,1,1,1,0,0,0.8,1,1,0.75,1,0,0,1,1,1,1,1,1,65,0.4,0.4,1,0.8,1,1,0.8,0.8,1,1,1,0,1,0,1,1,0,4,,,,
Terrestrial,1960341231,California,Santa Clarita,male,54+,married,two,university,retired,other,white,lower_ii,West,Pacific,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,1-2 hour drive away / Approximately 60 - 124 miles away,Lean Left (Democrat),Left,No,No,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6,0.6,0.6,0.6,0.6,0.6,50,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0,0,0,0,1,0,,,,
Terrestrial,191381150,North Carolina,Gastonia,female,54+,married,zero,high_school,homemaker,homemaker,asian,lower_ii,South,South Atlantic,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,3-4 hour drive away / Approximately 125 - 249 miles away,Strong Right,Right,Yes,No,Fish,1,0,1,1,0,0,0.6,0.75,0,0.5,0.75,0,0,0.6,0.8,0.6,0.4,0.4,0.6,60,0.6,0.6,0.6,0.6,1,0.8,0.8,0.8,1,0.8,1,1,0,0,0,0,0,2,,,,
